id,occurred_at,trace_id,thread_id,path,phase,failure_kind,confidence_before,confidence_after,risk_snapshot,surface_key,related_payload
59,2026-01-26 09:44:50.971529+09,9d20e4d9-5cb9-482b-96b6-6ede28d13075,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
60,2026-01-26 09:51:43.966164+09,89de46a4-2ece-48fc-8597-c594ca86605b,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
61,2026-01-26 09:55:21.548585+09,e62e2a47-ec9e-443b-bdd7-86f590e9219f,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
62,2026-01-26 09:57:13.1887+09,f1be1b88-ca52-4b92-9055-ba29cd31e4a4,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
63,2026-01-26 10:09:12.73834+09,06fc11d0-5449-4922-bc88-f707fdb34901,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
64,2026-01-26 10:16:32.704583+09,97ab3379-c3f4-4ae6-9f02-202f69b4a584,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
65,2026-01-26 10:24:40.153957+09,ef89099d-142c-4979-bf55-07929c4cac73,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
66,2026-01-26 10:28:42.671142+09,ec4a8818-4255-4022-bc2c-c76013cb2482,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
67,2026-01-26 10:34:25.951149+09,0c8e7ba6-76b3-466e-bfe6-e07cbd0519d9,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
68,2026-01-26 10:37:41.338323+09,5aedb7c2-4c85-48f2-9a3c-46f044de50c0,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
69,2026-01-26 10:41:46.094653+09,e1b91ec2-3f3d-4198-bd4c-57f6cca5e4a7,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
70,2026-01-26 10:53:00.323815+09,52351d27-f432-43b3-874d-77edaa46cb6d,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
71,2026-01-26 11:02:41.097004+09,c2187acc-881a-4009-b36a-7b39caba9675,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
72,2026-01-26 11:10:31.899603+09,fe234e76-ff5d-4291-9d1e-25c3a6d029d3,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
73,2026-01-26 11:15:55.393636+09,290f2009-8a8e-4bd8-86bd-81ffd17d2822,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
74,2026-01-26 11:17:05.238039+09,b05d21f9-45d6-42f1-9010-df106a50cf16,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
75,2026-01-26 11:18:39.500707+09,5ea06613-8e03-4c07-a0b0-bd9d289e50b7,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
76,2026-01-26 11:27:46.901111+09,aa8345c4-fa71-4422-9ee0-83a18aebfd33,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
77,2026-01-26 11:37:26.928979+09,730040cf-e9d8-457a-8fb5-3aff7fcf0292,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
78,2026-01-26 11:42:50.076661+09,c372cdbf-ebb8-41b7-9f4f-16ebc19f211d,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
79,2026-01-26 11:47:08.602727+09,8085cfc8-6091-4ac4-8f94-675e6939728a,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
80,2026-01-26 12:18:45.994682+09,c84d8e52-3154-4f3a-88b6-66d3f1d21458,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
81,2026-01-26 12:36:21.491657+09,20a2756c-6a4c-4191-b31b-e922fa85f40a,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
82,2026-01-26 12:42:55.132428+09,57705d75-db99-40a3-adc0-adaf27eac38c,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
83,2026-01-26 12:46:40.88954+09,3a02177b-6296-44bd-8a2e-78702f9282ba,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
84,2026-01-26 12:48:37.927972+09,6a4adcec-6ddf-489e-b1ef-b4c1a6983788,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
85,2026-01-26 13:05:13.852953+09,081dd4d3-5b1d-48bc-9be9-35d21a5c8578,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
86,2026-01-26 13:22:11.089336+09,4cc069a2-e943-4c24-b876-b9017dc15489,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
87,2026-01-26 14:06:43.494531+09,170474fa-7fd3-4ece-a556-0e887db01f95,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
88,2026-01-26 14:07:48.055787+09,acfae6f8-6592-41aa-acc5-983932a05211,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
89,2026-01-26 14:14:44.432758+09,6b2ef7f7-179b-4b7f-be07-aed6245a8502,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
90,2026-01-26 14:47:31.820135+09,cbface60-939b-4bd0-8e4b-a7943e9ef12c,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
91,2026-01-26 15:57:27.994524+09,5c4689cb-9c1c-44a0-9d0b-1ed3357e89b3,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
92,2026-01-26 15:58:01.633771+09,2c68da44-2a47-41e0-be58-fc64eaed9e5a,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
93,2026-01-26 15:58:59.707664+09,c7b14e31-b03a-4ba3-8bf0-4250ab802717,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
94,2026-01-26 15:59:12.862346+09,72c82239-e739-4980-abdc-e8d4cc89b271,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
95,2026-01-26 16:05:23.315839+09,dde7225d-e50f-442e-a598-979db6dfe354,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
96,2026-01-26 16:14:26.436213+09,2a1f9d0a-626f-4188-86b5-bf6d7e0dbadf,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
97,2026-01-26 16:15:31.444181+09,d17cef31-bf74-48dc-8f2b-8b2b4e17b29f,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
98,2026-01-26 16:24:32.726659+09,0e58c3ce-a8ec-4a41-80d3-d70e447f1700,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
99,2026-01-26 16:54:18.02476+09,09376aca-2793-448b-a326-5f2ce46b4a07,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
100,2026-01-26 16:59:14.359633+09,2969f39c-1394-49d3-87aa-e329d6cbf616,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
101,2026-01-26 17:43:12.099883+09,7db45b7b-dd58-47dd-998c-38004c94c5f1,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
102,2026-01-26 17:51:16.781518+09,59404e3b-35e2-41ee-916e-ac1217db2fea,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
103,2026-01-26 18:11:01.380923+09,7661c15a-16b5-45c3-a5d0-4931b1195eb2,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
104,2026-01-26 18:28:58.842773+09,6b6c850c-c6dd-42d7-869e-907c21c055de,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
105,2026-01-26 19:39:33.494018+09,90b2ac39-046b-48cd-a219-e2b87ba1cdbe,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
106,2026-01-26 19:41:35.152461+09,c223a040-47e0-4f1a-932b-bfbd0cdffa4c,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
107,2026-01-26 19:49:36.932562+09,81ac6f84-b066-4a7a-8fd9-5353a68b635f,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
